feature,frekuensi,sentiment
past roads,1,negative
past rose,1,negative
past seagal,1,negative
past second,1,negative
past south,1,positive
past taboo,1,positive
past tragedy,1,positive
past two,1,positive
past uncertain,1,negative
past via,1,positive
past year,1,positive
pasta,1,positive
pasta fagioli,1,positive
paste,1,negative
paste every,1,negative
pastel,1,positive
pastel landscapes,1,positive
pastiche,4,negative
pastiche,2,positive
pastiche caper,1,negative
pastiche childrenis,1,positive
pastiche not_thing,1,negative
pastiche winds,1,positive
pastry,1,positive
pastry movie,1,positive
pasts,1,negative
pasty,1,positive
pasty lumpen,1,positive
pat,4,negative
pat,3,positive
pat ending,1,positive
pat fairy,1,negative
pat hollywood,1,negative
pat inspirational,1,positive
pat makes,1,negative
pat storylines,1,positive
pat storytelling,1,negative
patch,2,negative
patch adams,1,negative
patch black,1,negative
patchwork,1,negative
patchwork uneasy,1,negative
patchy,1,negative
patchy combination,1,negative
patent,1,positive
patent solutions,1,positive
path,2,negative
path,4,positive
path destruction,1,negative
path good,1,positive
path may,1,positive
path not_necessarily,1,negative
path sibling,1,positive
pathetic,8,negative
pathetic,1,positive
pathetic acting,1,negative
pathetic dahmer,1,negative
pathetic endearing,1,positive
pathetic exploitation,1,negative
pathetic gags,1,negative
pathetic idea,1,negative
pathetic junk,1,negative
pathetic starving,1,negative
pathetically,2,negative
pathetically compare,1,negative
pathetically inane,1,negative
pathology,4,positive
pathology evolved,1,positive
pathology ghetto,1,positive
pathology set,1,positive
pathos,1,negative
pathos,3,positive
pathos bug,1,negative
pathos filled,1,positive
pathos take,1,positive
paths,1,positive
paths started,1,positive
patience,3,negative
patience,5,positive
patience find,1,positive
patience great,1,positive
patience job,1,negative
patience not_feel,1,positive
patience respect,1,positive
patience slow,1,positive
patient,5,positive
patient lovely,1,positive
patient tenacious,1,positive
patient unbearable,1,positive
patient uncompromising,1,positive
patient viewer,1,positive
patiently,1,positive
patiently waiting,1,positive
patric,1,positive
patric ray,1,positive
patricio,1,positive
patricio guzmanis,1,positive
patriot,1,positive
patriot games,1,positive
patriotic,1,negative
patriotic tone,1,negative
patrolmen,1,positive
patronizing,1,negative
patronizing,1,positive
patronizing bar,1,negative
patronizing masked,1,positive
patting,1,positive
patting people,1,positive
paul,3,negative
paul,4,positive
paul bettany,1,negative
paul bettany,1,positive
paul cox,1,negative
paul coxis,1,positive
paul grabowskyis,1,positive
paul pender,1,negative
paul thomas,1,positive
paula,1,positive
paula rank,1,positive
paulette,2,positive
paulette good,1,positive
pauline,2,positive
pauline paulette,2,positive
paulis,1,positive
paulis perspective,1,positive
pauly,2,negative
pauly shore,2,negative
paunchy,1,negative
paunchy midsection,1,negative
pause,2,positive
pause think,1,positive
paved,1,positive
paved good,1,positive
pawn,1,negative
pawn two,1,negative
paws,1,negative
paws sad,1,negative
pax,1,negative
pax viewer,1,negative
paxton,4,positive
paxton list,1,positive
paxton making,1,positive
paxton not_falling,1,positive
paxton surprisingly,1,positive
pay,11,negative
pay cable,1,negative
pay considerable,1,negative
pay full,1,negative
pay get,1,negative
pay money,1,negative
pay off,2,negative
pay per,1,negative
pay reparations,1,negative
pay see,1,negative
pay want,1,negative
payami,1,negative
payami,1,positive
payami graphically,1,positive
payami tries,1,negative
payamiis,1,positive
payamiis boldly,1,positive
payback,2,positive
payback horror,1,positive
payback unlike,1,positive
paycheck,1,negative
paying,2,negative
paying dues,1,negative
paying less,1,negative
payne,1,negative
payne,3,positive
payne constructs,1,positive
payne created,1,positive
payne election,1,positive
payne screenplay,1,negative
payneis,1,positive
payneis ode,1,positive
payoff,2,negative
payoff,1,positive
payoff powerful,1,positive
payoffs,1,negative
payoffs could,1,negative
pays,2,negative
pays,3,positive
pays earnest,1,positive
pays off,1,negative
pays off,2,positive
pays tribute,1,negative
pb,1,positive
pb sandwich,1,positive
pbs,1,negative
pbs,1,positive
pbs night,1,negative
pbs program,1,positive
pc,1,negative
pc stability,1,negative
peace,2,positive
peace like,1,positive
peace possible,1,positive
peak,1,negative
peak,2,positive
peak all,1,negative
peak pianist,1,positive
peak powers,1,positive
peaked,1,negative
peaked three,1,negative
peaks,1,positive
peaks action,1,positive
peanut,1,negative
peanut butter,1,negative
pearce,1,positive
pearce on,1,positive
pearl,1,negative
pearl,1,positive
pearl harbor,1,negative
pearl harbor,1,positive
pearls,1,positive
pearls clicking,1,positive
peas,1,negative
peas not_care,1,negative
peculiar,4,negative
peculiar,2,positive
peculiar always,1,positive
peculiar american,1,negative
peculiar egocentricities,1,positive
peculiar malaise,1,negative
peculiar misfire,1,negative
peculiar one,1,negative
peculiarly,1,negative
peculiarly moral,1,negative
pedestal,1,positive
pedestal higher,1,positive
pedestal keeps,1,positive
pedestrian,4,negative
pedestrian,1,positive
pedestrian catsup,1,negative
pedestrian come,1,negative
pedestrian english,1,positive
pedestrian filmmaker,1,negative
pedestrian flat,1,negative
pedigree,2,negative
pedigree,1,positive
pedigree date,1,negative
pedigree front,1,positive
pedro,1,negative
pedro rodrigues,1,negative
pee,1,negative
pee tree,1,negative
peek,4,positive
peek art,1,positive
peek fingers,1,positive
peek some,1,positive
peekaboo,1,negative
peekaboo clothing,1,negative
peels,1,positive
peels layers,1,positive
peep,1,negative
peep booths,1,negative
peerlessly,1,negative
peerlessly unsettling,1,negative
peevish,1,negative
peevish gimmicky,1,negative
pell,1,negative
pell mell,1,negative
pellington,2,positive
pellington gives,1,positive
pellington terrific,1,positive
pellingtonis,1,positive
pellingtonis latest,1,positive
pelosi,1,negative
pelosi knows,1,negative
penance,1,negative
penchant,1,negative
penchant,1,positive
penchant tearing,1,negative
penchant wry,1,positive
pencil,1,negative
pencil sharpener,1,negative
pender,1,negative
pender made,1,negative
penetrating,1,negative
penetrating,3,positive
penetrating impenetrable,1,positive
penetrating potent,1,positive
penetrating undercurrent,1,positive
penned,1,negative
penned man,1,negative
pennis,1,positive
pennis monotone,1,positive
penotti,1,positive
penotti surveyed,1,positive
pent,1,positive
pent up,1,positive
people,45,negative
people,54,positive
people act,1,negative
people alive,1,negative
people already,1,positive
people bad,1,negative
people becomes,1,negative
people convinced,1,negative
people could,1,negative
people decided,1,negative
people different,1,positive
people diverse,1,positive
people encounter,1,positive
people endure,1,positive
people enthusiastic,1,positive
people even,1,negative
people families,1,positive
people find,1,positive
people flawed,1,positive
people going,1,positive
people harmed,1,negative
people idea,1,negative
people innocent,1,negative
people involved,1,positive
people jessica,1,positive
people know,1,positive
people laugh,1,positive
people laughing,1,positive
people like,1,negative
people like,1,positive
people live,2,positive
people lost,1,negative
people loved,1,negative
people make,2,negative
people making,1,positive
people manages,1,negative
people march,1,positive
people mattered,1,negative
people may,1,negative
people may,1,positive
people movie,1,positive
people narrative,1,positive
people need,1,positive
people nevertheless,1,negative
people normally,1,positive
people not_laughing,1,positive
people not_picked,1,negative
people not_read,1,negative
people onscreen,1,positive
people opera,1,positive
people owe,1,negative
people paid,2,negative
people pay,1,negative
people possibly,1,negative
people project,1,positive
people put,1,negative
people readily,1,positive
people really,1,negative
people really,2,positive
people relaxed,1,positive
people sadly,1,negative
people seen,1,positive
people seizures,1,positive
people sit,2,negative
people situations,1,positive
people spite,1,positive
people stand,1,negative
people still,1,negative
people stomach,1,positive
people struggling,1,positive
people survive,1,negative
people take,1,negative
people talks,1,positive
people together,1,positive
people try,1,negative
people trying,1,positive
people unpleasant,1,negative
people urban,1,negative
people want,1,positive
people wasted,1,negative
people whence,1,positive
people whose,2,positive
people working,1,positive
people world,1,positive
peopled,1,negative
peopled mainly,1,negative
peopleis,2,positive
peopleis capacity,1,positive
peopleis lives,1,positive
peploeis,3,negative
peploeis airless,1,negative
peploeis misunderstanding,1,negative
peploeis simply,1,negative
peppered,1,negative
peppered,1,positive
peppered false,1,negative
peppered witty,1,positive
peppering,2,positive
peppering pages,1,positive
peppering urban,1,positive
per,1,negative
per view,1,negative
peralta,2,positive
peralta captures,1,positive
peralta flashy,1,positive
percentages,1,negative
percentages all,1,negative
perception,1,positive
perception conviction,1,positive
perceptions,1,positive
perceptions guilt,1,positive
perceptive,2,negative
perceptive,2,positive
perceptive good,1,positive
perceptive moment,1,negative
perceptive study,1,negative
perceptive taut,1,positive
perceptiveness,1,positive
perceptiveness situations,1,positive
