sentiment,comment,preprocessed
negative,"Stealing Harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",stealing harvard NOT_care cleverness wit other kind intelligent humor
negative,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",bigelow handles nuclear crisis sequences evenly milks drama building suspense drags out many scenes toward end move quickly
negative,"Imagine Kevin Smith , the blasphemous bad boy of suburban Jersey , if he were stripped of most of his budget and all of his sense of humor .",imagine kevin smith blasphemous bad boy suburban jersey stripped most budget all sense humor
negative,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,suffers lack clarity audacity subject monstrous pathetic dahmer demands
negative,"What soured me on The Santa Clause was that Santa bumps up against st century reality so hard , it's icky .",soured on santa clause santa bumps up st century reality hard icky
negative,It's an -minute highlight reel that's minutes too long .,minute highlight reel thatis minutes long
negative,Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,incomprehensible mess feels less like bad cinema like stuck dark pit nightmare bad cinema
negative,"With the exception of McCoist , the players don't have a clue on the park .",exception mccoist players NOT_clue on park
negative,The acting isn't much better .,acting much NOT_better
negative,A not-so-Divine Secrets of the Ya-Ya Sisterhood with a hefty helping of Re-Fried Green Tomatoes .,NOT_divine secrets ya sisterhood hefty helping fried green tomatoes
negative,"This cloying , voices-from-the-other-side story is hell .",cloying voices other side story hell
negative,"Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .",star trek kind terrific copy copy copy
negative,"N o matter how much good will the actors generate , Showtime eventually folds under its own thinness .",matter much good actors generate showtime eventually folds thinness
negative,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,puts on airs hal hartley want tobe film without vital comic ingredient hilarious writer director
negative,"Ver Wiel's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .",ver wielis desperate attempt wit lost leaving character critical jim two dimensional pointless
negative,"Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .",although disney follows standard formula animated adventure feels more forced usual
negative,Gaghan ... has thrown every suspenseful cliché in the book at this nonsensical story .,gaghan thrown every suspenseful cliché book nonsensical story
negative,"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",sham construct based on theory sleight hand ill wrought hypothesis
negative,The catch is that they're stuck with a script that prevents them from firing on all cylinders .,catch stuck script prevents firing on all cylinders
negative,You'll feel like you ate a Reeses without the peanut butter ... ',feel like ate reeses without peanut butter
negative,Gooding offers a desperately ingratiating performance .,gooding offers desperately ingratiating performance
negative,The results are far more alienating than involving .,results far more alienating involving
negative,Bogdanich is unashamedly pro-Serbian and makes little attempt to give voice to the other side .,bogdanich unashamedly pro serbian makes little attempt give voice other side
